page_no,institute,branch,seat_type,category,ur_opening,ur_closing,cat_opening,cat_closing
7,GOVT ENGG COLLEGE W. CHAMPARAN,CIVIL ENGINEERING,General,RCG,,,2623,3866
7,GOVT ENGG COLLEGE W. CHAMPARAN,CIVIL ENGINEERING,General,EWS,,,146,522
7,GOVT ENGG COLLEGE W. CHAMPARAN,CIVIL ENGINEERING,Female,EWS,,,1742,2116
7,GOVT ENGG COLLEGE W. CHAMPARAN,CIVIL ENGINEERING,General,E-UR,199,1523,,
7,GOVT ENGG COLLEGE W. CHAMPARAN,CIVIL ENGINEERING,General,EBC,,,343,508
7,GOVT ENGG COLLEGE W. CHAMPARAN,CIVIL ENGINEERING,Female,EBC,,,2957,3369
7,GOVT ENGG COLLEGE W. CHAMPARAN,CIVIL ENGINEERING,Female,BC,,,3812,5615
7,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SC. & ENGINEERING,General,UR,280,479,,
7,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SC. & ENGINEERING,General,SMQ,,,73,73
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SC. & ENGINEERING,Female,SC,,,511,1449
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SC. & ENGINEERING,General,EWS,,,66,66
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SC. & ENGINEERING,General,BC,,,158,158
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,UR,537,1061,,
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SCIENCE & ENGG (CYBER SECURITY),Female,UR,3074,6411,,
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,ST,,,13,13
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,SMQ,,,126,126
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,SC,,,713,1790
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SCIENCE & ENGG (CYBER SECURITY),Female,SC,,,799,1637
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,RCG,,,1943,1943
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SCIENCE & ENGG (CYBER SECURITY),Female,EWS,,,1070,1309
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,E-SC,,,1182,1182
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SCIENCE & ENGG (CYBER SECURITY),Female,E-BC,,,2554,2554
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SCIENCE & ENGG (CYBER SECURITY),Female,EBC,,,2158,4608
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,BC,,,406,472
8,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SCIENCE & ENGG (CYBER SECURITY),Female,BC,,,2553,2553
8,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRICAL ENGINEERING,General,UR,1562,4044,,
8,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRICAL ENGINEERING,Female,UR,7336,11631,,
8,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRICAL ENGINEERING,General,SMQ,,,157,157
8,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRICAL ENGINEERING,General,SC,,,365,1923
8,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRICAL ENGINEERING,General,EWS,,,793,793
8,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRICAL ENGINEERING,General,E-UR,3208,4651,,
8,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRICAL ENGINEERING,Female,E-UR,11608,11608,,
8,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRICAL ENGINEERING,General,E-EBC,,,1523,1523
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRICAL ENGINEERING,General,EBC,,,1084,2157
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRICAL ENGINEERING,Female,EBC,,,3708,5861
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRICAL ENGINEERING,General,DQ,,,13,13
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRICAL ENGINEERING,General,BC,,,1342,1364
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRICAL ENGINEERING,Female,BC,,,5016,6982
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRO & COMMUNICATION ENGINEERING,General,UR,1540,3133,,
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRO & COMMUNICATION ENGINEERING,Female,UR,3723,16320,,
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRO & COMMUNICATION ENGINEERING,General,SMQ,,,151,151
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRO & COMMUNICATION ENGINEERING,General,SC,,,694,1949
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRO & COMMUNICATION ENGINEERING,Female,SC,,,1597,1597
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRO & COMMUNICATION ENGINEERING,General,RCG,,,4221,4245
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRO & COMMUNICATION ENGINEERING,Female,EWS,,,1812,2735
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRO & COMMUNICATION ENGINEERING,General,E-UR,2762,2762,,
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRO & COMMUNICATION ENGINEERING,Female,E-UR,10257,19262,,
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRO & COMMUNICATION ENGINEERING,Female,EBC,,,5430,5430
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRO & COMMUNICATION ENGINEERING,General,BC,,,1064,2122
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRO & COMMUNICATION ENGINEERING,Female,BC,,,4915,6421
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),General,UR,2175,4991,,
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),General,SMQ,,,28,28
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),General,EWS,,,787,1597
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),General,EBC,,,1440,3466
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),General,BC,,,2204,2411
9,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),Female,BC,,,4525,4525
9,GOVT ENGG COLLEGE W. CHAMPARAN,MECHANICAL ENGINEERING,General,UR,1467,5592,,
10,GOVT ENGG COLLEGE W. CHAMPARAN,MECHANICAL ENGINEERING,Female,UR,12656,12656,,
10,GOVT ENGG COLLEGE W. CHAMPARAN,MECHANICAL ENGINEERING,General,SC,,,933,1723
10,GOVT ENGG COLLEGE W. CHAMPARAN,MECHANICAL ENGINEERING,General,EWS,,,791,1635
10,GOVT ENGG COLLEGE W. CHAMPARAN,MECHANICAL ENGINEERING,Female,EWS,,,1561,1561
10,GOVT ENGG COLLEGE W. CHAMPARAN,MECHANICAL ENGINEERING,General,E-BC,,,2113,3015
10,GOVT ENGG COLLEGE W. CHAMPARAN,MECHANICAL ENGINEERING,General,EBC,,,1518,3437
10,GOVT ENGG COLLEGE W. CHAMPARAN,MECHANICAL ENGINEERING,Female,EBC,,,5703,5703
10,GOVT ENGG COLLEGE W. CHAMPARAN,MECHANICAL ENGINEERING,General,BC,,,1983,2899
10,GOVT ENGG COLLEGE W. CHAMPARAN,MECHANICAL ENGINEERING,Female,BC,,,7089,7089
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGG WITH COMPUTER APPLICATION,General,UR,1261,5569,,
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGG WITH COMPUTER APPLICATION,Female,UR,2365,17461,,
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGG WITH COMPUTER APPLICATION,General,SC,,,1001,1953
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGG WITH COMPUTER APPLICATION,General,EWS,,,739,962
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGG WITH COMPUTER APPLICATION,General,E-UR,4107,5636,,
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGG WITH COMPUTER APPLICATION,General,EBC,,,1358,1878
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGG WITH COMPUTER APPLICATION,Female,EBC,,,4605,5588
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGG WITH COMPUTER APPLICATION,General,BC,,,1567,1661
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGG WITH COMPUTER APPLICATION,Female,BC,,,4607,7062
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGINEERING,General,UR,908,4156,,
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGINEERING,Female,UR,6534,10607,,
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGINEERING,General,SMQ,,,66,66
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGINEERING,General,SC,,,610,1516
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGINEERING,General,RCG,,,2696,3426
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGINEERING,General,EWS,,,686,1184
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGINEERING,Female,EWS,,,2166,2905
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGINEERING,General,E-UR,2864,2864,,
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGINEERING,Female,E-UR,10559,18685,,
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGINEERING,General,E-SC,,,968,1562
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGINEERING,General,EBC,,,985,1622
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGINEERING,Female,EBC,,,3770,4540
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGINEERING,General,BC,,,1096,1659
10,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGINEERING,Female,BC,,,3970,5357
10,GOVT ENGG. COLLEGE SHEOHAR,COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,UR,768,944,,
10,GOVT ENGG. COLLEGE SHEOHAR,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,UR,1972,4777,,
10,GOVT ENGG. COLLEGE SHEOHAR,COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,SMQ,,,25,25
10,GOVT ENGG. COLLEGE SHEOHAR,COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,SC,,,273,968
11,GOVT ENGG. COLLEGE SHEOHAR,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,SC,,,1247,1247
11,GOVT ENGG. COLLEGE SHEOHAR,COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,RCG,,,1480,2724
11,GOVT ENGG. COLLEGE SHEOHAR,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,EWS,,,894,918
11,GOVT ENGG. COLLEGE SHEOHAR,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,E-UR,4875,4875,,
11,GOVT ENGG. COLLEGE SHEOHAR,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,EBC,,,2934,5413
11,GOVT ENGG. COLLEGE SHEOHAR,COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,BC,,,383,612
11,GOVT ENGG. COLLEGE SHEOHAR,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,BC,,,2306,4382
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRICAL ENGINEERING,General,UR,995,5504,,
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRICAL ENGINEERING,General,SC,,,1015,1972
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRICAL ENGINEERING,General,EWS,,,874,1452
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRICAL ENGINEERING,General,E-UR,4198,4198,,
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRICAL ENGINEERING,Female,E-UR,11436,11436,,
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRICAL ENGINEERING,General,E-BC,,,2010,2010
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRICAL ENGINEERING,General,EBC,,,1681,2850
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRICAL ENGINEERING,Female,EBC,,,4670,4670
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRICAL ENGINEERING,General,BC,,,1625,2952
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRO & COMMUNICATION ENGINEERING,General,UR,1141,5910,,
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRO & COMMUNICATION ENGINEERING,Female,UR,15960,15960,,
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRO & COMMUNICATION ENGINEERING,General,SC,,,1802,1802
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRO & COMMUNICATION ENGINEERING,General,EWS,,,747,1056
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRO & COMMUNICATION ENGINEERING,Female,EWS,,,2092,2155
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRO & COMMUNICATION ENGINEERING,General,E-UR,4189,6470,,
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRO & COMMUNICATION ENGINEERING,General,EBC,,,1332,2717
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRO & COMMUNICATION ENGINEERING,General,BC,,,1679,2044
11,GOVT ENGG. COLLEGE SHEOHAR,ELECTRO & COMMUNICATION ENGINEERING,Female,BC,,,5340,5340
11,GOVT ENGG. COLLEGE SHEOHAR,MECHANICAL ENGINEERING,General,UR,1722,3594,,
11,GOVT ENGG. COLLEGE SHEOHAR,MECHANICAL ENGINEERING,General,EWS,,,1161,1855
11,GOVT ENGG. COLLEGE SHEOHAR,MECHANICAL ENGINEERING,General,E-UR,6806,6806,,
11,GOVT ENGG. COLLEGE SHEOHAR,MECHANICAL ENGINEERING,General,E-EBC,,,2656,3455
11,GOVT ENGG. COLLEGE SHEOHAR,MECHANICAL ENGINEERING,General,E-BC,,,2532,2532
11,GOVT ENGG. COLLEGE SHEOHAR,MECHANICAL ENGINEERING,General,EBC,,,1744,3674
11,GOVT ENGG. COLLEGE SHEOHAR,MECHANICAL ENGINEERING,General,BC,,,2065,3001
11,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,General,UR,368,4179,,
11,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,Female,UR,697,17401,,
11,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,General,ST,,,47,106
11,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,General,SMQ,,,156,156
11,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,General,SC,,,618,1707
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,Female,SC,,,1561,1819
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,General,RCG,,,3047,3338
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,General,EWS,,,524,1156
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,Female,EWS,,,1659,2446
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,General,E-UR,3100,4331,,
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,Female,E-UR,9726,18544,,
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,General,E-SC,,,1307,1307
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,General,E-RCG,,,3385,3385
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,Female,E-EBC,,,5308,5308
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,General,EBC,,,970,1360
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,Female,EBC,,,3013,4922
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,General,BC,,,1182,1738
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,Female,BC,,,3745,6843
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,UR,184,897,,
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,UR,1933,5578,,
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,SMQ,,,32,32
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,SC,,,247,777
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,SC,,,1035,1035
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,RCG,,,1181,1181
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,EWS,,,664,1141
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,E-UR,3920,3920,,
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,EBC,,,298,298
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,EBC,,,1265,5211
12,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,BC,,,1613,2480
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,UR,3815,5828,,
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,ST,,,68,68
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,SMQ,,,129,129
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,SC,,,234,1863
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,SC,,,1080,1080
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,RCG,,,1843,1951
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,EWS,,,866,1440
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,E-UR,247,1103,,
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,EBC,,,1722,5396
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,BC,,,2130,3370
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,ELECTRICAL ENGINEERING,General,UR,535,4071,,
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,ELECTRICAL ENGINEERING,Female,UR,2400,9897,,
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,ELECTRICAL ENGINEERING,General,SC,,,1691,1953
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,ELECTRICAL ENGINEERING,General,EWS,,,1041,1399
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,ELECTRICAL ENGINEERING,General,E-UR,4287,4287,,
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,ELECTRICAL ENGINEERING,Female,E-UR,10589,10589,,
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,ELECTRICAL ENGINEERING,General,EBC,,,1395,2224
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,ELECTRICAL ENGINEERING,Female,EBC,,,5536,5536
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,ELECTRICAL ENGINEERING,General,BC,,,1640,2785
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,ELECTRICAL ENGINEERING,Female,BC,,,4070,7165
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,MECHANICAL ENGINEERING,General,SC,,,1721,1834
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,MECHANICAL ENGINEERING,General,EWS,,,1253,1996
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,MECHANICAL ENGINEERING,Female,EWS,,,2011,2691
13,GOVT. ENGG. COLLEGE OF LAKHISARAI,MECHANICAL ENGINEERING,General,E-UR,6961,6961,,
14,GOVT. ENGG. COLLEGE OF LAKHISARAI,MECHANICAL ENGINEERING,General,E-EBC,,,2605,3496
14,GOVT. ENGG. COLLEGE OF LAKHISARAI,MECHANICAL ENGINEERING,General,EBC,,,1379,3711
14,GOVT. ENGG. COLLEGE OF LAKHISARAI,MECHANICAL ENGINEERING,Female,EBC,,,3090,3090
14,GOVT. ENGG. COLLEGE OF LAKHISARAI,MECHANICAL ENGINEERING,General,BC,,,1888,3031
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,CIVIL ENGINEERING,General,UR,560,560,,
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,CIVIL ENGINEERING,Female,UR,926,6885,,
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,CIVIL ENGINEERING,General,SMQ,,,96,96
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,CIVIL ENGINEERING,General,SC,,,82,264
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,CIVIL ENGINEERING,Female,SC,,,617,617
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,CIVIL ENGINEERING,General,RCG,,,1212,1744
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,CIVIL ENGINEERING,Female,EWS,,,1589,1952
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,CIVIL ENGINEERING,Female,E-BC,,,1751,1751
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,CIVIL ENGINEERING,Female,EBC,,,1270,2361
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,CIVIL ENGINEERING,General,BC,,,358,358
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,CIVIL ENGINEERING,Female,BC,,,904,1365
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),General,UR,81,491,,
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),General,SC,,,87,737
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),Female,SC,,,794,1197
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),Female,E-SC,,,1957,1957
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),General,EBC,,,115,286
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,SMQ,,,70,70
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,SC,,,103,1315
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,COMPUTER SCIENCE & ENGG (CYBER SECURITY),Female,SC,,,311,1820
14,GOVT. ENGG. COLLEGE OF SAMASTIPUR,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,RCG,,,498,849
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,COMPUTER SCIENCE & ENGG (CYBER SECURITY),Female,EWS,,,121,157
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,E-UR,431,431,,
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,EBC,,,241,307
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,COMPUTER SCIENCE & ENGG (CYBER SECURITY),Female,EBC,,,913,1118
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRICAL ENGINEERING,General,UR,1171,1531,,
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRICAL ENGINEERING,Female,UR,2394,7765,,
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRICAL ENGINEERING,General,SMQ,,,138,138
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRICAL ENGINEERING,General,SC,,,340,1785
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRICAL ENGINEERING,General,RCG,,,3874,3952
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRICAL ENGINEERING,Female,EWS,,,1627,1730
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRICAL ENGINEERING,General,E-UR,1491,1491,,
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRICAL ENGINEERING,Female,E-UR,8006,17639,,
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRICAL ENGINEERING,General,EBC,,,867,867
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRICAL ENGINEERING,Female,EBC,,,2667,5155
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRICAL ENGINEERING,General,DQ,,,80,80
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRICAL ENGINEERING,General,BC,,,971,971
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRICAL ENGINEERING,Female,BC,,,4169,6706
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRO & COMMUNICATION ENGINEERING,General,UR,109,943,,
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRO & COMMUNICATION ENGINEERING,Female,UR,2983,14384,,
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRO & COMMUNICATION ENGINEERING,General,ST,,,92,92
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRO & COMMUNICATION ENGINEERING,General,SC,,,1397,1986
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRO & COMMUNICATION ENGINEERING,General,RCG,,,1930,2127
15,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRO & COMMUNICATION ENGINEERING,Female,EWS,,,928,1485
